crim,zn,indus,chas,nox,rm,age,dis,tax,ptratio,b,lstat,rad_2,rad_3,rad_4,rad_5,rad_6,rad_7,rad_8,rad_24
-0.44167568499300386,-0.3760446078545245,1.0159990707250288,-0.27259856706992697,0.5122956522307023,-1.7912409738445698,1.0214809410886183,-0.8174134227985561,1.530926459469711,0.8065183481344665,-3.833818147248953,1.8993023060228642,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,1.6832508230603462
-0.2175348947699447,-0.3760446078545245,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.7663097733375465,-0.42939039153742736,0.3944903289817902,-0.6012760972551554,1.2197824333557734,0.5976605682412914,-0.5818821800647364,-0.22314240099168048,-0.28495013808837005,1.8973665961010278,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
-0.5121462055336965,-0.3760446078545245,-0.7407494523263074,-0.27259856706992697,-1.0089142718589768,-0.385344779941539,-1.6100013778899942,1.4771122175879372,-0.6190939459185945,-0.8981960034034233,-2.6073338993770334,-0.6784733036107258,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
2.9749765140922695,-0.3760446078545245,1.0159990707250288,-0.27259856706992697,0.5122956522307023,-0.2461088432688865,0.5876419641759281,-0.8572896503374314,1.530926459469711,0.8065183481344665,0.37003584878503004,1.6548060245470786,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,1.6832508230603462
-0.16862105694789958,-0.3760446078545245,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.9732298458927369,0.032897042877734275,0.039647498119376914,-0.6012760972551554,1.2197824333557734,0.14913422230848872,-0.15778677824562717,-0.22314240099168048,-0.28495013808837005,1.8973665961010278,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
-0.4340113076003005,-0.3760446078545245,-0.5481491159120413,-0.27259856706992697,-0.5329422853891227,0.3881882015731973,-1.9158222960415623,0.8580956968070171,-0.7200617550114154,0.4965702842184877,0.4113348485176012,-1.0935132875973987,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,1.8439088914585775,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
-0.5096858509231983,-0.3760446078545245,-0.8676905831448009,-0.27259856706992697,-0.3428990240036998,-0.3737417852188175,-1.2117229728553933,1.1458716658898518,-1.0942365769436344,0.8065183481344665,0.7205971255847546,-0.6513070501134163,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,1.8439088914585775,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
-0.5191594587769548,-0.3760446078545245,-1.516987171814107,-0.27259856706992697,-1.249923680615945,0.2953642437914289,-1.1690502866016859,2.7643208857598225,-0.5656403999282774,-0.6915639607927689,0.7205971255847546,-0.989375982524379,4.48144321991625,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,-0.5940885257860046
-0.44167568499300386,-0.3760446078545245,1.0159990707250288,-0.27259856706992697,1.6007252401653962,-0.15135105303333063,1.1174944851594597,-0.9116709188188382,1.530926459469711,0.8065183481344665,0.37003584878503004,2.131724697055401,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,1.6832508230603462
-0.44167568499300386,-0.3760446078545245,1.0159990707250288,-0.27259856706992697,0.3654440411601482,1.2023316646174569,1.1174944851594597,-1.1384448516032917,1.530926459469711,0.8065183481344665,0.37003584878503004,1.1250640813495438,-0.22314240099168048,-0.28495013808837005,-0.5270462766947299,-0.5423261445466404,-0.23273733406281574,-0.18645328148324214,-0.22314240099168053,1.6832508230603462
